yard_id,yard_num,country,region,state_province,name,city,address,postal,phone,fax,ownership,legal_owner,parcel_id,acres,zoning,registry_status,source_url,source_file,notes
115,115,US,US,KY,COPART LEXINGTON EAST,LEXINGTON,5801 KASP COURT,40509,(859) 264-7401,(859) 264-7750,unknown,,,,,address_confirmed,https://www.copart.com/locations/lexington-ky-115,investor-documents/copart_locations_us_by_state.snapshot.md,
116,116,US,US,WA,COPART SPOKANE,AIRWAY HEIGHTS,11019 WEST MCFARLANE ROAD,99001,(509) 244-8585,(509) 244-8788,unknown,,,,,address_confirmed,https://www.copart.com/locations/airway-heights-wa-116,investor-documents/copart_locations_us_by_state.snapshot.md,
117,117,US,US,FL,COPART TALLAHASSEE,MIDWAY,1825 COMMERCE BLVD,32343,(850) 575-2075,(850) 575-3135,unknown,,,,,address_confirmed,https://www.copart.com/locations/midway-fl-117,investor-documents/copart_locations_us_by_state.snapshot.md,
118,118,US,US,CO,COPART COLORADO SPRINGS,COLORADO SPRINGS,3701 N. NEVADA AVE,80907,(719) 227-6256,(719) 227-3666,unknown,,,,,address_confirmed,https://www.copart.com/locations/colorado-springs-co-118,investor-documents/copart_locations_us_by_state.snapshot.md,
120,120,US,US,CO,COPART DENVER CENTRAL,DENVER,6464 DOWNING STREET,80229,(303) 289-5242,(303) 289-5240,unknown,,,,,address_confirmed,https://www.copart.com/locations/denver-co-120,investor-documents/copart_locations_us_by_state.snapshot.md,
122,122,US,US,MT,COPART BILLINGS,BILLINGS,1090 ISLAND PARK RD,59101,(406) 254-7516,(406) 254-1299,unknown,,,,,address_confirmed,https://www.copart.com/locations/billings-mt-122,investor-documents/copart_locations_us_by_state.snapshot.md,
123,123,US,US,NE,COPART LINCOLN,GREENWOOD,13603 238TH ST,68366,(402) 325-1283,(402) 944-2552,unknown,,,,,address_confirmed,https://www.copart.com/locations/greenwood-ne-123,investor-documents/copart_locations_us_by_state.snapshot.md,
125,125,US,US,MO,COPART COLUMBIA,COLUMBIA,8485 RICHLAND RD,65201,(573) 814-0070,(573) 814-0077,unknown,,,,,address_confirmed,https://www.copart.com/locations/columbia-mo-125,investor-documents/copart_locations_us_by_state.snapshot.md,
127,127,US,US,PA,COPART YORK HAVEN,YORK HAVEN,795 SIPE RD,17370,(717) 938-1879,(717) 938-2851,unknown,,,,,address_confirmed,https://www.copart.com/locations/york-haven-pa-127,investor-documents/copart_locations_us_by_state.snapshot.md,
128,128,US,US,PA,COPART CHAMBERSBURG,CHAMBERSBURG,2962 LINCOLN WAY WEST,17201,(717) 264-3331,(717) 264-6395,unknown,,,,,address_confirmed,https://www.copart.com/locations/chambersburg-pa-128,investor-documents/copart_locations_us_by_state.snapshot.md,
129,129,US,US,PA,COPART ALTOONA,EBENSBURG,4007 ADMIRAL PEARY HWY,15931,(814) 472-5392,(814) 472-5914,unknown,,,,,address_confirmed,https://www.copart.com/locations/ebensburg-pa-129,investor-documents/copart_locations_us_by_state.snapshot.md,
130,130,US,US,DE,COPART SEAFORD,SEAFORD,26029 BETHEL CONCORD ROAD,19973,(302) 628-5412,(302) 628-5418,unknown,,,,,address_confirmed,https://www.copart.com/locations/seaford-de-130,investor-documents/copart_locations_us_by_state.snapshot.md,
134,134,US,US,OR,COPART PORTLAND SOUTH,WOODBURN,2885 NATIONAL WAY,97071,(503) 981-0038,(503) 982-5622,unknown,,,,,address_confirmed,https://www.copart.com/locations/woodburn-or-134,investor-documents/copart_locations_us_by_state.snapshot.md,
135,135,US,US,NJ,COPART TRENTON,WINDSOR,108 N MAIN STREET,08561,(609) 918-1720,(609) 918-1725,unknown,,,,,address_confirmed,https://www.copart.com/locations/windsor-nj-135,investor-documents/copart_locations_us_by_state.snapshot.md,
136,136,US,US,AL,COPART BIRMINGHAM,HUEYTOWN,3101 DAVEY ALLISON BLVD,35023,(205) 424-0257,(205) 424-0955,unknown,,,,,address_confirmed,https://www.copart.com/locations/hueytown-al-136,investor-documents/copart_locations_us_by_state.snapshot.md,
137,137,US,US,FL,COPART PUNTA GORDA,PUNTA GORDA,5017 DUNCAN ROAD,33982,(941) 505-9700,(941) 505-5596,unknown,,,,,address_confirmed,https://www.copart.com/locations/punta-gorda-fl-137,investor-documents/copart_locations_us_by_state.snapshot.md,
138,138,US,US,KY,COPART WALTON,WALTON,13273 DIXIE HIGHWAY,41094,(859) 356-4900,(859) 356-5999,unknown,,,,,address_confirmed,https://www.copart.com/locations/walton-ky-138,investor-documents/copart_locations_us_by_state.snapshot.md,
139,139,US,US,VA,COPART RICHMOND,SANDSTON,5701 WHITESIDE RD,23150,(804) 328-1023,(804) 737-8482,unknown,,,,,address_confirmed,https://www.copart.com/locations/sandston-va-139,investor-documents/copart_locations_us_by_state.snapshot.md,
140,140,US,US,AR,COPART FAYETTEVILLE,PRAIRIE GROVE,15976 BILL CAMPBELL ROAD,72753,(479) 846-1244,(479) 846-1249,unknown,,,,,address_confirmed,https://www.copart.com/locations/prairie-grove-ar-140,investor-documents/copart_locations_us_by_state.snapshot.md,
141,141,US,US,MO,COPART SIKESTON,SIKESTON,687 E OUTER RD,63801,(573) 471-4550,(573) 471-3309,unknown,,,,,address_confirmed,https://www.copart.com/locations/sikeston-mo-141,investor-documents/copart_locations_us_by_state.snapshot.md,
142,142,US,US,PA,COPART SCRANTON,DURYEA,210 MCALPINE STREET,18642,(570) 451-1871,(570) 451-1990,unknown,,,,,address_confirmed,https://www.copart.com/locations/duryea-pa-142,investor-documents/copart_locations_us_by_state.snapshot.md,
143,143,US,US,KY,COPART LOUISVILLE,LOUISVILLE,3100 POND STATION RD,40272,(502) 361-1881,(502) 361-0544,unknown,,,,,address_confirmed,https://www.copart.com/locations/louisville-ky-143,investor-documents/copart_locations_us_by_state.snapshot.md,
144,144,US,US,SC,COPART SPARTANBURG,SPARTANBURG,1922 NAZARETH CHURCH ROAD,29301,(864) 877-9113,(864) 877-9344,unknown,,,,,address_confirmed,https://www.copart.com/locations/spartanburg-sc-144,investor-documents/copart_locations_us_by_state.snapshot.md,
145,145,US,US,AL,COPART MONTGOMERY,MONTGOMERY,6044 TROY HIGHWAY,36116,(334) 281-7264,(334) 613-9989,unknown,,,,,address_confirmed,https://www.copart.com/locations/montgomery-al-145,investor-documents/copart_locations_us_by_state.snapshot.md,
146,146,US,US,GA,COPART ATLANTA SOUTH,ELLENWOOD,761 CLARK DRIVE,30294,(770) 389-1768,(770) 389-8528,unknown,,,,,address_confirmed,https://www.copart.com/locations/ellenwood-ga-146,investor-documents/copart_locations_us_by_state.snapshot.md,
148,148,US,US,FL,COPART MIAMI SOUTH,HOMESTEAD,24301 SW 137TH AVE,33032,(305) 257-1422,(305) 257-1589,unknown,,,,,address_confirmed,https://www.copart.com/locations/homestead-fl-148,investor-documents/copart_locations_us_by_state.snapshot.md,
149,149,US,US,MA,COPART WEST WARREN,WEST WARREN,600 OLD WEST WARREN RD,01092,(413) 436-5013,(413) 436-7409,unknown,,,,,address_confirmed,https://www.copart.com/locations/west-warren-ma-149,investor-documents/copart_locations_us_by_state.snapshot.md,
151,151,US,US,CA,COPART ANTELOPE,ANTELOPE,8650 ANTELOPE NORTH ROAD,95843,(916) 721-7770,(916) 721-7809,unknown,,,,,address_confirmed,https://www.copart.com/locations/antelope-ca-151,investor-documents/copart_locations_us_by_state.snapshot.md,
152,152,US,US,IN,COPART HARTFORD CITY,HARTFORD CITY,696 EAST STATE ROAD 26,47348,(765) 348-4600,(765) 348-3900,unknown,,,,,address_confirmed,https://www.copart.com/locations/hartford-city-in-152,investor-documents/copart_locations_us_by_state.snapshot.md,
153,153,US,US,FL,COPART ORLANDO NORTH,APOPKA,3352 W ORANGE BLOSSOM TRAIL,32712,(407) 884-0993,(407) 884-0999,unknown,,,,,address_confirmed,https://www.copart.com/locations/apopka-fl-153,investor-documents/copart_locations_us_by_state.snapshot.md,
154,154,US,US,NC,COPART MEBANE,MEBANE,1870 US 70 HWY,27302,(336) 578-2934,(336) 578-5671,unknown,,,,,address_confirmed,https://www.copart.com/locations/mebane-nc-154,investor-documents/copart_locations_us_by_state.snapshot.md,
155,155,US,US,NH,COPART CANDIA,CANDIA,134 RAYMOND RD,03034,(603) 483-0371,(603) 483-0359,unknown,,,,,address_confirmed,https://www.copart.com/locations/candia-nh-155,investor-documents/copart_locations_us_by_state.snapshot.md,
156,156,US,US,IL,COPART WHEELING,WHEELING,110 EAST PALATINE ROAD,60090,(847) 229-6150,(847) 229-6170,unknown,,,,,address_confirmed,https://www.copart.com/locations/wheeling-il-156,investor-documents/copart_locations_us_by_state.snapshot.md,
157,157,US,US,GA,COPART ATLANTA NORTH,GAINESVILLE,1602 ATHENS HIGHWAY,30507,(770) 534-0850,(770) 536-7393,unknown,,,,,address_confirmed,https://www.copart.com/locations/gainesville-ga-157,investor-documents/copart_locations_us_by_state.snapshot.md,
159,159,US,US,MI,COPART FLINT,DAVISON,5000 N STATE ROAD,48243,(810) 653-4161,(810) 653-9307,unknown,,,,,address_confirmed,https://www.copart.com/locations/davison-mi-159,investor-documents/copart_locations_us_by_state.snapshot.md,
160,160,US,US,MI,COPART IONIA,PORTLAND,8460 S STATE ROAD,48875,(616) 374-8818,(616) 374-3181,unknown,,,,,address_confirmed,https://www.copart.com/locations/portland-mi-160,investor-documents/copart_locations_us_by_state.snapshot.md,
161,161,US,US,MI,COPART KINCHELOE,KINCHELOE,5030 W KINCHELOE ROAD,49788,(906) 542-4240,(906) 495-1170,unknown,,,,,address_confirmed,https://www.copart.com/locations/kincheloe-mi-161,investor-documents/copart_locations_us_by_state.snapshot.md,
162,162,US,US,VA,COPART HAMPTON,HAMPTON,16 NETTLES LANE,23666,(757) 766-2750,(757) 766-2753,unknown,,,,,address_confirmed,https://www.copart.com/locations/hampton-va-162,investor-documents/copart_locations_us_by_state.snapshot.md,
163,163,US,US,FL,COPART JACKSONVILLE NORTH,JACKSONVILLE,10200 ALTON BOX RD,32218,(904) 800-4631,(904) 757-1705,unknown,,,,,address_confirmed,https://www.copart.com/locations/jacksonville-fl-163,investor-documents/copart_locations_us_by_state.snapshot.md,
164,164,US,US,PA,COPART PHILADELPHIA EAST,CHALFONT,77 BRISTOL ROAD,18914,(215)996-0971,(215)996-0975,unknown,,,,,address_confirmed,https://www.copart.com/locations/chalfont-pa-164,investor-documents/copart_locations_us_by_state.snapshot.md,
166,166,US,US,OH,COPART DAYTON,MORAINE,4691 SPRINGBORO PIKE,45439,(937) 296-5371,(937) 296-0380,unknown,,,,,address_confirmed,https://www.copart.com/locations/moraine-oh-166,investor-documents/copart_locations_us_by_state.snapshot.md,
167,167,US,US,IN,COPART HAMMOND,HAMMOND,1849 SUMMER ST,46320,(219) 932-0355,(219) 932-0299,unknown,,,,,address_confirmed,https://www.copart.com/locations/hammond-in-167,investor-documents/copart_locations_us_by_state.snapshot.md,
169,169,US,US,IA,COPART DAVENPORT,ELDRIDGE,3601 S 1ST STREET,52748,(563) 275-3865,(563) 285-2167,unknown,,,,,address_confirmed,https://www.copart.com/locations/eldridge-ia-169,investor-documents/copart_locations_us_by_state.snapshot.md,
170,170,US,US,IN,COPART CICERO,CICERO,1461 E 226TH STREET,46034,(317) 758-0280,(317) 758-0282,unknown,,,,,address_confirmed,https://www.copart.com/locations/cicero-in-170,investor-documents/copart_locations_us_by_state.snapshot.md,
173,173,US,US,GA,COPART FAIRBURN,FAIRBURN,6737 ROOSEVELT HWY,30213,(478) 606-0000,(678) 538-9697,unknown,,,,,address_confirmed,https://www.copart.com/locations/fairburn-ga-173,investor-documents/copart_locations_us_by_state.snapshot.md,
174,174,US,US,PA,COPART PITTSBURGH WEST,WEST MIFFLIN,1451 LEBANON SCHOOL ROAD,15122,(412) 200-5626,(412) 460-0424,unknown,,,,,address_confirmed,https://www.copart.com/locations/west-mifflin-pa-174,investor-documents/copart_locations_us_by_state.snapshot.md,
175,175,US,US,GA,COPART CARTERSVILLE,CARTERSVILLE,1880 HWY 113,30120,(678) 721-0730,(678) 721-0734,unknown,,,,,address_confirmed,https://www.copart.com/locations/cartersville-ga-175,investor-documents/copart_locations_us_by_state.snapshot.md,
180,180,US,US,CA,COPART SUN VALLEY,SUN VALLEY,11409 PENROSE STREET,91352,(818) 771-9389,(818) 771-9853,unknown,,,,,address_confirmed,https://www.copart.com/locations/sun-valley-ca-180,investor-documents/copart_locations_us_by_state.snapshot.md,
181,181,US,US,TX,COPART DALLAS SOUTH,WILMER,1701 EAST BELTLINE RD,75172,(972) 525-6015,(972) 525-6319,unknown,,,,,address_confirmed,https://www.copart.com/locations/wilmer-tx-181,investor-documents/copart_locations_us_by_state.snapshot.md,
182,182,US,US,TX,COPART WACO,TEMPLE,7201 N GENERAL BRUCE DR,76501,(254) 773-8924,(254) 773-8968,unknown,,,,,address_confirmed,https://www.copart.com/locations/temple-tx-182,investor-documents/copart_locations_us_by_state.snapshot.md,
184,184,US,US,AL,COPART MOBILE SOUTH,THEODORE,9401 OLD PASCAGOULA RD,36582,(251) 220-1132,,unknown,,,,,address_confirmed,https://www.copart.com/locations/theodore-al-184,investor-documents/copart_locations_us_by_state.snapshot.md,
185,185,US,US,TX,COPART ANDREWS,ANDREWS,1975 SOUTH WEST 860,79714,(432) 524-6353,(432) 524-7776,unknown,,,,,address_confirmed,https://www.copart.com/locations/andrews-tx-185,investor-documents/copart_locations_us_by_state.snapshot.md,
186,186,US,US,CA,COPART LONG BEACH,WILMINGTON,1000E. LOMITA BLVD,90744,(310) 952-9316,(310) 347-4391,unknown,,,,,address_confirmed,https://www.copart.com/locations/wilmington-ca-186,investor-documents/copart_locations_us_by_state.snapshot.md,
187,187,US,US,GA,COPART MACON,BYRON,304 SMITH ROAD,31008,(478) 298-4159,(770) 944-7289,unknown,,,,,address_confirmed,https://www.copart.com/locations/byron-ga-187,investor-documents/copart_locations_us_by_state.snapshot.md,
188,188,US,US,UT,COPART OGDEN,FARR WEST,3586 NORTH 2000 WEST,84404,(801) 731-0216,(801) 731-7025,unknown,,,,,address_confirmed,https://www.copart.com/locations/farr-west-ut-188,investor-documents/copart_locations_us_by_state.snapshot.md,
189,189,US,US,IL,COPART SOUTHERN ILLINOIS,ALORTON,99 RACEHORSE DRIVE,62205,(618) 332-3115,(618) 337-0758,unknown,,,,,address_confirmed,https://www.copart.com/locations/alorton-il-189,investor-documents/copart_locations_us_by_state.snapshot.md,
191,191,US,US,WI,COPART APPLETON,APPLETON,2500 AMERICAN DRIVE,54914,(920) 830-2892,(920) 830-3367,unknown,,,,,address_confirmed,https://www.copart.com/locations/appleton-wi-191,investor-documents/copart_locations_us_by_state.snapshot.md,
192,192,US,US,WY,COPART CASPER,CASPER,1998 OIL FIELD CENTER RD,82604,(307) 234-6363,(307) 234-9397,unknown,,,,,address_confirmed,https://www.copart.com/locations/casper-wy-192,investor-documents/copart_locations_us_by_state.snapshot.md,
193,193,US,US,CO,COPART DENVER SOUTH,LITTLETON,8300 BLAKELAND DRIVE,80125,(303) 346-3265,(303) 356-3267,unknown,,,,,address_confirmed,https://www.copart.com/locations/littleton-co-193,investor-documents/copart_locations_us_by_state.snapshot.md,
194,194,US,US,VA,COPART FREDERICKSBURG,FREDERICKSBURG,4717 MASSAPONAX CHURCH ROAD,22408,(540) 595-3660,(540) 710-7050,unknown,,,,,address_confirmed,https://www.copart.com/locations/fredericksburg-va-194,investor-documents/copart_locations_us_by_state.snapshot.md,
196,196,US,US,NC,COPART MOCKSVILLE,MOCKSVILLE,2668 US-601,27028,(336) 257-1804,(336) 284-6202,unknown,,,,,address_confirmed,https://www.copart.com/locations/mocksville-nc-196,investor-documents/copart_locations_us_by_state.snapshot.md,
197,197,US,US,SC,COPART NORTH CHARLESTON,HARLEYVILLE,120 COMMERCE AVE,29448,(843) 900-6769,(843) 462-2695,unknown,,,,,address_confirmed,https://www.copart.com/locations/harleyville-sc-197,investor-documents/copart_locations_us_by_state.snapshot.md,
199,199,US,US,RI,COPART EXETER,EXETER,10 INDUSTRIAL DRIVE,02822,(401) 397-5711,(401) 397-5717,unknown,,,,,address_confirmed,https://www.copart.com/locations/exeter-ri-199,investor-documents/copart_locations_us_by_state.snapshot.md,
201,201,CA,Canada,ON,COPART TORONTO,COURTICE,175 OSBORNE ROAD,L1E 2R3,(905)436-2045,(905)436-2763,unknown,,,,,address_confirmed,https://www.copart.com/locations/courtice-on-201,investor-documents/copart_locations_us_by_state.snapshot.md,
202,202,CA,Canada,ON,COPART LONDON,LONDON,1809 GORE ROAD,N5W 6C8,(519)451-0992,(519)451-0662,unknown,,,,,address_confirmed,https://www.copart.com/locations/london-on-202,investor-documents/copart_locations_us_by_state.snapshot.md,
203,203,CA,Canada,AB,COPART CALGARY,CALGARY,234082 84 STREET SE,T1X 0K2,(403)290-1045,(403)265-8408,unknown,,,,,address_confirmed,https://www.copart.com/locations/calgary-ab-203,investor-documents/copart_locations_us_by_state.snapshot.md,
204,204,CA,Canada,AB,COPART EDMONTON,EDMONTON,3175 4TH STREET,T9E 8L1,(780)955-5596,(780)955-5963,unknown,,,,,address_confirmed,https://www.copart.com/locations/edmonton-ab-204,investor-documents/copart_locations_us_by_state.snapshot.md,
205,205,CA,Canada,QC,COPART MONTREAL,MONTREAL,6900 MARIEN AVENUE,H1B 4W3,(514)643-3000,(800)643-9241,unknown,,,,,address_confirmed,https://www.copart.com/locations/montreal-qc-205,investor-documents/copart_locations_us_by_state.snapshot.md,
207,207,CA,Canada,NS,COPART HALIFAX,HALIFAX,128 PARK ROAD,B2S 2L3,(902) 461-0238,(902) 461-2382,unknown,,,,,address_confirmed,https://www.copart.com/locations/halifax-ns-207,investor-documents/copart_locations_us_by_state.snapshot.md,
208,208,CA,Canada,NB,COPART MONCTON,MONCTON,1300 BERRY MILLS RD,E1E 4R8,(506) 268-2812,(506) 854-2369,unknown,,,,,address_confirmed,https://www.copart.com/locations/moncton-nb-208,investor-documents/copart_locations_us_by_state.snapshot.md,
309,309,US,US,CA,COPART ADELANTO,ADELANTO,10429 PANSY RD,92301,(442) 219-7140,,unknown,,,,,address_confirmed,https://www.copart.com/locations/adelanto-ca-309,investor-documents/copart_locations_us_by_state.snapshot.md,
313,313,US,US,TX,CRASHEDTOYS DALLAS,DALLAS,7777 JOHN W CARPENTER FREEWAY,75247,(214) 920-9664,(214) 920-9668,unknown,,,,,address_confirmed,https://www.copart.com/locations/dallas-tx-313,investor-documents/copart_locations_us_by_state.snapshot.md,
336,336,US,US,UT,COPART SALT LAKE CITY,MAGNA,7320 WEST 2100 SOUTH,84044,(801) 770-0703,(801) 252-1314,unknown,,,,,address_confirmed,https://www.copart.com/locations/magna-ut-336,investor-documents/copart_locations_us_by_state.snapshot.md,
338,338,US,US,NC,COPART LUMBERTON,LUMBERTON,4019 NC 72 HWY W,28360,(910) 671-5913,(910) 671-5916,unknown,,,,,address_confirmed,https://www.copart.com/locations/lumberton-nc-338,investor-documents/copart_locations_us_by_state.snapshot.md,
339,339,US,US,WI,COPART MILWAUKEE NORTH,MILWAUKEE,9201 N 107TH ST,54914,(414) 219-0986,(414) 357-8155,unknown,,,,,address_confirmed,https://www.copart.com/locations/milwaukee-wi-339,investor-documents/copart_locations_us_by_state.snapshot.md,
340,340,US,US,NC,COPART GASTONIA,GASTONIA,1900 OLD CREWS RD,27545,(984) 246-2400,,unknown,,,,,address_confirmed,https://www.copart.com/locations/gastonia-nc-340,investor-documents/copart_locations_us_by_state.snapshot.md,
341,341,US,US,AL,COPART DOTHAN,NEWTON,10428 WEST US 84,36352,(334) 229-9968,(334) 692-3311,unknown,,,,,address_confirmed,https://www.copart.com/locations/newton-al-341,investor-documents/copart_locations_us_by_state.snapshot.md,
342,342,US,US,MD,COPART BALTIMORE EAST,BALTIMORE,601 W PATAPSCO AVE,21225,(443) 589-5566,(410) 350-0191,unknown,,,,,address_confirmed,https://www.copart.com/locations/baltimore-md-342,investor-documents/copart_locations_us_by_state.snapshot.md,
343,343,US,US,CA,COPART REDDING,REDDING,4603 LOCUST ROAD,96007,(530) 365-1253,(530) 365-1257,unknown,,,,,address_confirmed,https://www.copart.com/locations/redding-ca-343,investor-documents/copart_locations_us_by_state.snapshot.md,
344,344,US,US,NY,COPART BUFFALO,ANGOLA,8418 SOUTHWESTERN BLVD.,14006,(716) 800-3145,(716) 549-0363,unknown,,,,,address_confirmed,https://www.copart.com/locations/angola-ny-344,investor-documents/copart_locations_us_by_state.snapshot.md,
345,345,US,US,KY,COPART EARLINGTON,EARLINGTON,700 N SANDCUT RD,42410,(859) 687-8699,,unknown,,,,,address_confirmed,https://www.copart.com/locations/earlington-ky-345,investor-documents/copart_locations_us_by_state.snapshot.md,
350,350,US,US,CT,COPART HARTFORD SPRINGFIELD,EAST GRANBY,49 RUSSELL ROAD,06026,(860) 392-7700,(860) 292-1892,unknown,,,,,address_confirmed,https://www.copart.com/locations/east-granby-ct-350,investor-documents/copart_locations_us_by_state.snapshot.md,
356,356,US,US,NC,COPART CONCORD,CONCORD,7940 U.S. HIGHWAY 601 S.,28025,(704) 209-9699,(999) 999-9999,unknown,,,,,address_confirmed,https://www.copart.com/locations/concord-nc-356,investor-documents/copart_locations_us_by_state.snapshot.md,
357,357,US,US,TX,COPART HOUSTON EAST,HOUSTON,15706 BEAUMONT HWY,77049,(281) 407-2658,(555) 444-3333,unknown,,,,,address_confirmed,https://www.copart.com/locations/houston-tx-357,investor-documents/copart_locations_us_by_state.snapshot.md,
360,360,US,US,IN,COPART FORT WAYNE,FORT WAYNE,3600 E. WASHINGTON BLVD.,46803,(260) 333-1153,(260) 420-9144,unknown,,,,,address_confirmed,https://www.copart.com/locations/fort-wayne-in-360,investor-documents/copart_locations_us_by_state.snapshot.md,
363,363,US,US,ND,COPART BISMARCK,BISMARCK,3700 APPLE CREEK RD,58501,(701) 712-6390,,unknown,,,,,address_confirmed,https://www.copart.com/locations/bismarck-nd-363,investor-documents/copart_locations_us_by_state.snapshot.md,
368,368,US,US,NC,COPART RALEIGH NORTH,KINGHTDALE,1900 OLD CREWS RD,27545,(984) 246-2400,,unknown,,,,,address_confirmed,https://www.copart.com/locations/kinghtdale-nc-368,investor-documents/copart_locations_us_by_state.snapshot.md,
370,370,US,US,IN,COPART DYER,DYER,641 JOLIET ST,46311,(219) 209-6992,,unknown,,,,,address_confirmed,https://www.copart.com/locations/dyer-in-370,investor-documents/copart_locations_us_by_state.snapshot.md,
ae-dubai,,AE,International,,COPART UAE,Dubai,,,,,leased,,,,,address_pending,https://www.copartmea.com/locations/,research/international_yard_seed.json,
bh-manama,,BH,International,,COPART BAHRAIN,address_pending,,,,,leased,,,,,address_pending,https://www.copartmea.com/locations/,research/international_yard_seed.json,
br-pending-01,,BR,International,,COPART BRAZIL 1,Betim,,,,,unknown,,,,,address_pending,https://www.copart.com.br/,research/international_yard_seed.json,10-K: 23 operating facilities; expand from copart.com.br
de-aachen,,DE,International,,COPART AACHEN,Aachen,,,,,unknown,,,,,address_pending,https://www.copart.de/locations/,research/international_yard_seed.json,
de-berlin,,DE,International,,COPART BERLIN,Berlin,,,,,unknown,,,,,address_pending,https://www.copart.de/locations/,research/international_yard_seed.json,
de-dortmund,,DE,International,,COPART DORTMUND,Dortmund,,,,,unknown,,,,,address_pending,https://www.copart.de/locations/,research/international_yard_seed.json,
de-frankfurt,,DE,International,,COPART FRANKFURT,Frankfurt,,,,,unknown,,,,,address_pending,https://www.copart.de/locations/,research/international_yard_seed.json,
de-hannover,,DE,International,,COPART HANNOVER,Hannover,,,,,unknown,,,,,address_pending,https://www.copart.de/locations/,research/international_yard_seed.json,
de-leipzig,,DE,International,,COPART LEIPZIG,Leipzig,,,,,unknown,,,,,address_pending,https://www.copart.de/locations/,research/international_yard_seed.json,
de-mannheim,,DE,International,,COPART MANNHEIM,Mannheim,,,,,unknown,,,,,address_pending,https://www.copart.de/locations/,research/international_yard_seed.json,
de-muenchen,,DE,International,,COPART MUENCHEN-OST,Munich,,,,,unknown,,,,,address_pending,https://www.copart.de/locations/,research/international_yard_seed.json,
de-stuttgart,,DE,International,,COPART STUTTGART,Stuttgart,,,,,unknown,,,,,address_pending,https://www.copart.de/locations/,research/international_yard_seed.json,
es-pending-01,,ES,International,,COPART SPAIN OWNED 1,address_pending,,,,,owned,,,,,address_pending,https://www.copart.es/locations/,research/international_yard_seed.json,"10-K: own 8, lease 3; replace with facility list from copart.es"
fi-pending-01,,FI,International,,COPART FINLAND 1,address_pending,,,,,unknown,,,,,address_pending,https://www.copart.fi/locations/,research/international_yard_seed.json,10-K: four operating facilities
gb-401,,GB,UK,,COPART SANDY,Sandy,London Road Industrial Estate Georgetown Rd,SG19 2UB,,,unknown,,,,,address_confirmed,https://www.copart.co.uk/locations/sandy-gb-401,research/international_yard_seed.json,
gb-402,,GB,UK,,COPART SANDTOFT,Belton,Copart Sandtoft Belton Road,DN8 5SX,,,unknown,,,,,address_confirmed,https://www.copart.co.uk/locations/sandtoft-gb-402,research/international_yard_seed.json,
gb-410,,GB,UK,,COPART YORK,York,,,,,unknown,,,,,address_pending,https://www.copart.co.uk/locations/york-gb-410,research/international_yard_seed.json,
gb-416,,GB,UK,,COPART COLCHESTER,Colchester,Gun Hill Ipswich Rd Dedham,CO7 6HP,,,unknown,,,,,address_confirmed,https://www.copart.co.uk/locations/colchester-gb-416,research/international_yard_seed.json,
gb-425,,GB,UK,,COPART CORBY,Corby,Unit 4 Herschel Road,NN17 5JQ,,,unknown,,,,,address_confirmed,https://www.copart.co.uk/locations/corby-gb-425,research/international_yard_seed.json,
gb-belfast,,GB,UK,,COPART BELFAST,Belfast,,,,,unknown,,,,,address_pending,https://www.copart.co.uk/locations/belfast-gb-400,research/international_yard_seed.json,
gb-bristol,,GB,UK,,COPART BRISTOL,Bristol,,,,,unknown,,,,,address_pending,https://www.copart.co.uk/locations/,research/international_yard_seed.json,
gb-chester,,GB,UK,,COPART CHESTER,Chester,,,,,unknown,,,,,address_pending,https://www.copart.co.uk/locations/,research/international_yard_seed.json,
gb-east-kilbride,,GB,UK,,COPART EAST KILBRIDE,East Kilbride,,,,,unknown,,,,,address_pending,https://www.copart.co.uk/locations/,research/international_yard_seed.json,
gb-gloucester,,GB,UK,,COPART GLOUCESTER,Gloucester,,,,,unknown,,,,,address_pending,https://www.copart.co.uk/locations/,research/international_yard_seed.json,
gb-newbury,,GB,UK,,COPART NEWBURY,Newbury,,,,,unknown,,,,,address_pending,https://www.copart.co.uk/locations/,research/international_yard_seed.json,
gb-peterlee,,GB,UK,,COPART PETERLEE,Peterlee,,,,,unknown,,,,,address_pending,https://www.copart.co.uk/locations/,research/international_yard_seed.json,
gb-rochford,,GB,UK,,COPART ROCHFORD,Rochford,,,,,unknown,,,,,address_pending,https://www.copart.co.uk/locations/,research/international_yard_seed.json,
gb-sandwich,,GB,UK,,COPART SANDWICH,Sandwich,,,,,unknown,,,,,address_pending,https://www.copart.co.uk/locations/,research/international_yard_seed.json,
gb-st-helens,,GB,UK,,COPART ST HELENS,St Helens,,,,,unknown,,,,,address_pending,https://www.copart.co.uk/locations/,research/international_yard_seed.json,
gb-westbury,,GB,UK,,COPART WESTBURY,Westbury,,,,,unknown,,,,,address_pending,https://www.copart.co.uk/locations/,research/international_yard_seed.json,
gb-whitburn,,GB,UK,,COPART WHITBURN,Whitburn,,,,,unknown,,,,,address_pending,https://www.copart.co.uk/locations/,research/international_yard_seed.json,
gb-wisbech,,GB,UK,,COPART WISBECH,Wisbech,,,,,unknown,,,,,address_pending,https://www.copart.co.uk/locations/,research/international_yard_seed.json,
gb-wolverhampton,,GB,UK,,COPART WOLVERHAMPTON,Wolverhampton,,,,,unknown,,,,,address_pending,https://www.copart.co.uk/locations/wolverhampton-gb-409,research/international_yard_seed.json,
